Image_Name,Loc_Error(m),Ori_Error(deg),ESA_Score,GT_Distance(Z),Ori_Encoded_Error
img005221.jpg,0.276022732,4.101036396,0.119274419,5.780754089,0.41116845
img006122.jpg,0.214996815,8.113612451,0.164315885,9.460589409,0.81852224
img013380.jpg,0.860770166,8.116219022,0.210192032,12.55193424,3.952507529
img002378.jpg,0.306560487,8.665284269,0.170638325,15.79044819,7.160076635
img012462.jpg,0.090065427,5.756008734,0.117400708,5.315406799,7.676371915
img003659.jpg,0.273720592,8.519770504,0.174592378,10.55544853,3.693263857
img006064.jpg,0.551173866,9.733827237,0.305536702,4.062674046,2.688713999
img012210.jpg,0.323993742,9.092623592,0.20186691,7.490003109,6.252496039
img007814.jpg,0.962867796,3.405906913,0.136606615,12.46228313,1.955175587
img010788.jpg,0.335137099,7.42829859,0.169129185,8.486888885,7.713119186
img003845.jpg,0.57664448,0.401537883,0.104038366,5.942887783,2.667377128
img008570.jpg,0.536758721,7.301535402,0.157020198,18.12554932,3.69241606
img008921.jpg,0.246043518,10.44869533,0.217620995,6.967278004,0.788322238
img004719.jpg,1.547077298,10.10211274,0.232798431,27.37743378,5.676147174
img008835.jpg,0.567697823,11.21951547,0.269421972,7.706671238,0.37949126
img009531.jpg,0.884812415,3.687324154,0.119097322,16.14976501,1.384772296
img014111.jpg,0.255580604,9.571302032,0.20162208,7.390034199,1.429822409
img014222.jpg,0.443397671,7.804381613,0.168895509,13.56329441,1.58556449
img013361.jpg,0.299778551,7.262385611,0.162150506,8.467090607,7.408660943
img013374.jpg,0.20732598,7.191074168,0.148153979,9.152477264,5.942749094
img001954.jpg,0.16649887,9.857822491,0.191810977,8.402961731,7.647850752
img002531.jpg,0.062134311,3.245618382,0.063074183,9.664447784,2.812504561
img000959.jpg,0.346112579,8.107914366,0.157003438,22.32945633,1.406643202
img001590.jpg,0.275482267,15.93253981,0.362585664,3.258372068,0.20174111
img011390.jpg,0.653732777,4.677666579,0.157475054,8.62030983,3.26461634
img004462.jpg,0.176534146,4.71185253,0.114044927,5.54964304,5.361466699
img007777.jpg,0.166279107,10.52515246,0.217223544,4.959413052,5.665101051
img001448.jpg,0.706632912,4.814581136,0.158784837,9.446501732,1.182320793
img007914.jpg,0.238823503,8.088471378,0.162773345,11.05214691,6.378104925
img001128.jpg,0.158628717,10.03220661,0.203955803,5.493099213,4.216429881
img014436.jpg,0.73218137,4.502152489,0.129813436,14.29024601,0.775307739
img010635.jpg,2.094443321,9.267252746,0.259177752,21.48974991,5.075655299
img005254.jpg,0.813796163,10.60889485,0.216262348,26.15416145,4.510665039
img006701.jpg,0.161885366,5.986334666,0.119200142,10.99837303,6.879259383
img010980.jpg,0.024432724,10.99479883,0.198173922,3.887793064,7.810802844
img014403.jpg,0.706803679,9.603178525,0.205325603,18.71209145,6.869689862
img011184.jpg,0.082793348,7.697057143,0.15094568,4.982675076,1.824290166
img004856.jpg,0.031670485,4.439639609,0.08167367,7.550502777,4.477391772
img004836.jpg,0.284766406,5.699549964,0.127648972,10.10054111,6.969402086
img012520.jpg,0.731456697,7.628366784,0.220737755,8.349390984,3.040140038
img005604.jpg,0.42698139,6.343387501,0.20116327,4.719988823,3.445666085
img013148.jpg,0.175265938,1.460155706,0.035009599,18.39032364,6.953652096
img013414.jpg,0.053889856,11.74458797,0.222467219,3.081769943,7.404431348
img011440.jpg,0.487232536,15.36418269,0.293989751,18.84322929,7.735326693
img011698.jpg,0.370444477,3.420813588,0.125892736,5.591669083,1.843071693
img008721.jpg,1.158852458,14.61441575,0.310976118,20.69931412,5.523600022
img001385.jpg,0.68328315,4.941217966,0.146941457,11.25626183,6.731035314
img014948.jpg,0.129750878,9.796340544,0.206175312,3.684762001,6.486216148
img005520.jpg,3.307655573,14.74353535,0.368494257,29.68286133,3.473497398
img010743.jpg,0.531030357,6.950835924,0.146893449,20.75733757,0.27411222
img004609.jpg,0.176241264,7.980446814,0.154211071,11.8041954,7.544636349
img006683.jpg,0.235160977,8.134920934,0.163647611,10.84872913,0.189745577
img013083.jpg,0.365353107,4.797965847,0.157436118,4.953316212,2.599910013
img000818.jpg,0.323835552,7.285749981,0.169079605,7.714920044,2.076703222
img006734.jpg,0.291684389,11.10885275,0.226830106,8.853356361,7.394375602
img005145.jpg,0.357763648,11.12908633,0.268128052,4.836812019,5.316592356
img007339.jpg,1.084329724,3.52183977,0.151563823,12.02486897,1.437465711
img008201.jpg,1.337473035,12.5740581,0.308627903,14.95771408,6.668851991
img002580.jpg,0.578712463,14.3660991,0.283446878,17.65336609,0.459700386
img006536.jpg,0.276934594,4.173695095,0.10432345,8.796409607,0.111905819
img001066.jpg,0.566857159,7.598841584,0.16982428,15.21275902,7.857993475
img006265.jpg,0.116068475,8.538324713,0.16780246,6.1790061,5.441194216
img008931.jpg,0.640412509,12.55495833,0.250333052,20.48985863,3.766095445
img006757.jpg,0.541756988,6.864786213,0.241539143,4.44385004,2.715365397
img005767.jpg,0.081521966,5.157217576,0.099164701,8.904533386,1.488820516
img010169.jpg,0.319484413,9.197661656,0.186565049,12.26882935,0.684138321
img006224.jpg,0.10867472,4.164870063,0.086948778,7.618927956,5.127528024
img002727.jpg,1.542369485,4.57939339,0.157671615,19.81557083,3.701098084
img013732.jpg,0.332712144,4.512053275,0.148553208,4.765193939,7.641190464
img008645.jpg,0.451755524,7.868453056,0.185307574,9.389499664,1.947956291
img002522.jpg,0.123355255,6.017255359,0.12589277,5.909135818,1.043041497
img006513.jpg,0.075110592,6.726379686,0.124975697,9.89035511,5.127375625
img002715.jpg,0.18091388,5.192017816,0.108162221,10.306427,4.809862756
img011556.jpg,0.305948436,7.219987212,0.155566089,10.35142231,3.942592229
img000687.jpg,0.304549247,10.69080931,0.226121537,7.687286854,7.284029627
img014089.jpg,0.661120832,9.712873071,0.216289677,14.1174736,2.002639426
img011068.jpg,0.124185413,12.08332779,0.216985182,20.38152313,0.625573344
img008929.jpg,0.123521842,6.225259379,0.121713351,9.451971054,7.149786955
img008377.jpg,0.185410112,2.560166423,0.079587478,5.310207844,1.059421571
