Image_Name,Loc_Error(m),Ori_Error(deg),ESA_Score,GT_Distance(Z),GT_X,GT_Y,GT_Z,Loc_Error_X,Loc_Error_Y,Loc_Error_Z,Loc_Epistemic_Unc_X,Loc_Epistemic_Unc_Y,Loc_Epistemic_Unc_Z,Ori_Entropy,Ori_Expected_Entropy,Ori_Mutual_Info,Ori_Var_Mean
img000187real.jpg,0.361417949,74.2952639,1.405731161,3.297389984,0.206066996,0.268575013,3.297389984,0.143322855,0.232350647,0.236843109,0.000412464,0.000300407,0.016479492,7.52597101,7.466596415,0.059374595,0
img000195real.jpg,0.328040093,82.56678168,1.541177317,3.273509979,-0.009178,0.142631993,3.273509979,0.068870381,0.160957798,0.277416229,0.000239134,0.000203133,0.019805908,7.07450165,6.941495655,0.133005995,5.96E-08
img000120real.jpg,0.340068102,45.26928727,0.864570838,4.559068203,-0.250324011,0.061126001,4.559068203,0.176471472,0.207488298,0.203599453,0.000826359,0.000917912,0.032104492,6.56333051,6.381498547,0.181831963,1.79E-07
img000450real.jpg,0.189888507,85.52494468,1.540647756,3.957216978,-0.071346998,0.119052999,3.957216978,0.110653639,0.147083402,0.046689272,0.000484943,0.000689983,0.01675415,7.638297443,7.582815848,0.055481595,0
img000240real.jpg,1.580448747,59.1879443,1.407454378,4.203779221,-0.372054994,-0.078814,4.203779221,0.15965265,0.092206508,1.569658279,0.000874519,0.00082922,0.035583496,6.741352197,6.601638015,0.139714182,1.79E-07
